hashtag,window,score,mentions,reach,sentiment,rows_count
#BigData,2024-08-28,-2.246274324487289,686244,2754719,-0.0075,8
#RemoteWork,2024-08-28,-2.410816149617131,1062347,4154144,0.04111111111111111,9
#SpaceX,2024-08-28,-2.5930619641015333,1019812,3518053,0.11,12
#FoodPorn,2024-08-28,-2.925717595545803,1408811,4432141,0.30133333333333334,15
#Finance,2024-08-28,-3.1104261731043943,999778,2607321,-0.12545454545454549,11
#MentalHealth,2024-08-28,-3.3564936305622846,1474600,4842915,-0.02785714285714286,14
#Hiking,2024-08-28,-3.523837493271461,785346,3935939,-0.42000000000000004,8
#Innovation,2024-08-28,-3.63856099468627,961686,3440157,-0.07909090909090909,11
#Science,2024-08-28,-3.6394532389411145,1502605,5704977,-0.2023529411764706,17
#MachineLearning,2024-08-28,-3.740553210636672,1107211,3725937,0.030000000000000016,10
#Analytics,2024-08-28,-3.835993514710412,1258352,4705175,-0.11615384615384618,13
#5G,2024-08-28,-4.333906752822184,936415,3347129,-0.17727272727272728,11
#Productivity,2024-08-28,-4.5320686483040475,1332966,4128944,-0.17875,16
#TravelTuesday,2024-08-28,-4.640595421298809,891892,3548328,-0.10571428571428572,14
#Cloud,2024-08-28,-5.030727283589907,1129152,4144958,-0.2033333333333333,9
#Art,2024-08-28,-5.626434641373079,1069297,3799994,-0.10833333333333334,12
#Sustainability,2024-08-28,-5.667285069425598,1089174,3660076,-0.0040000000000000036,10
#AIArt,2024-08-28,-5.959079694345568,1085935,4663580,0.12100000000000002,10
#Investing,2024-08-28,-6.1995328119115545,481916,1374439,-0.07600000000000001,5
#Health,2024-08-28,-7.230596650125419,690582,2687012,-0.14857142857142855,7
#Stocks,2024-08-28,-7.282587409913357,1021349,4237876,-0.020999999999999974,10
#Politics,2024-08-28,-7.402830254645084,769925,2566558,-0.08,11
#IoT,2024-08-28,-8.405165084760041,940929,2930484,0.1809090909090909,11
#Oscars,2024-08-28,-9.820928192361855,782794,2962222,0.16375,8
#Politics,2024-08-29,29.00869949831435,2169006,7915305,0.004999999999999988,20
#Investing,2024-08-29,24.637585475924496,1476263,4642925,-0.22214285714285717,14
#Health,2024-08-29,22.151114359894198,1638554,7124757,0.022666666666666672,15
#MusicMonday,2024-08-29,20.19177826122262,2931890,11729070,0.19,25
#Oscars,2024-08-29,19.2521282832528,1841139,6442187,-0.09176470588235294,17
#Hiking,2024-08-29,17.102227658864,1624708,6847095,0.01666666666666667,15
#Innovation,2024-08-29,15.454448375428349,1793185,6713558,0.13705882352941173,17
#IoT,2024-08-29,13.89983236435357,1946905,7066148,-0.175625,16
#Finance,2024-08-29,13.844650311290081,1733663,7442679,0.192,15
#TravelTuesday,2024-08-29,12.811484566411227,1828080,7398799,-0.22833333333333336,18
#TechNews,2024-08-29,12.510997175557566,1643852,6785803,-0.030666666666666658,15
#BigData,2024-08-29,11.388144670134238,1292897,4519235,-0.15933333333333335,15
#Crypto,2024-08-29,8.808135503889535,2413224,9446296,0.17952380952380953,21
#RemoteWork,2024-08-29,7.4601275855127565,1539073,6077951,0.0642857142857143,14
#SpaceX,2024-08-29,6.986848472242341,1497545,5588497,-0.04,12
#Startup,2024-08-29,6.636144522961198,1220897,5150553,-0.08818181818181818,11
#Movies,2024-08-29,6.216456582032198,1747317,6193712,0.16299999999999998,20
#Sustainability,2024-08-29,3.556335127576347,1324154,5672770,0.06,12
#Nature,2024-08-29,3.338436537517779,1716763,5646907,-0.11461538461538462,13
#CyberSecurity,2024-08-29,2.8457404538381312,1270134,4977406,0.24352941176470586,17
#BreakingNews,2024-08-29,2.6534171293788256,1005486,3171073,0.27999999999999997,10
#Motivation,2024-08-29,2.160030259061647,1490750,5751111,-0.09307692307692308,13
#Education,2024-08-29,2.040200318911623,1397862,4240981,-0.3038461538461539,13
#Adventure,2024-08-29,1.8894281958304873,1494120,5670629,-0.11142857142857143,14
#AIArt,2024-08-29,1.0872877016447589,1185945,3893793,-0.222,15
#Cloud,2024-08-29,1.0223692733088872,1231838,4269964,-0.2636363636363636,11
#Art,2024-08-29,0.9174446852443717,1123545,3543008,0.1991666666666667,12
#Stocks,2024-08-29,0.5709556062186496,1057588,4382018,0.05222222222222223,9
#Photography,2024-08-29,0.4560266438759752,1478468,6341168,0.03692307692307692,13
#WorldCup,2024-08-29,0.26381912028513366,1407973,5390696,-0.3323076923076923,13
#DataScience,2024-08-29,0.2346482836375876,1186737,4452880,-0.06666666666666665,9
#Books,2024-08-29,-0.000993253509316799,1545497,6321307,0.010666666666666661,15
#Python,2024-08-29,-0.1075750509050048,1096697,4213504,-0.2966666666666667,12
#MetGala,2024-08-29,-0.42147831582751655,948499,3586146,0.315,8
#Science,2024-08-29,-0.8801085747248928,1425982,5810597,0.10812499999999999,16
#History,2024-08-29,-0.9099038463766524,1050918,3816899,-0.09899999999999999,10
#Elections2025,2024-08-29,-1.0649771669440555,2066998,8142570,0.13304347826086957,23
#Analytics,2024-08-29,-1.2279635232664141,1171747,5576832,0.14857142857142858,14
#5G,2024-08-29,-1.4941485981310922,823903,2919401,-0.16466666666666668,15
#Vegan,2024-08-29,-1.5511028628151389,1031057,4295504,-0.15777777777777777,9
#DeepLearning,2024-08-29,-1.5793152268523154,1673335,6654525,-0.06928571428571427,14
#Travel,2024-08-29,-1.664531064106922,1945370,7472369,-0.060588235294117665,17
#FoodPorn,2024-08-29,-1.928782729743805,1215034,4051466,-0.07833333333333332,12
#ClimateChange,2024-08-29,-2.088490316978287,1321160,4086546,-0.2357142857142857,14
#ViralVideo,2024-08-29,-2.297054716059547,1587819,7102145,0.13066666666666668,15
#MachineLearning,2024-08-29,-2.6607643260890828,437486,1834916,-0.6950000000000001,4
#Foodie,2024-08-29,-2.866233877172646,1189447,4902567,-0.061874999999999986,16
#SelfCare,2024-08-29,-3.648535324935638,1445831,5766671,0.11785714285714287,14
#EcoFriendly,2024-08-29,-3.773821033430797,1300476,5681109,0.06866666666666667,15
#Fashion,2024-08-29,-4.138755017943607,1180263,4855339,0.26333333333333336,15
#FitnessGoals,2024-08-29,-4.594050951921781,773999,2920244,0.21625,8
#Business,2024-08-29,-4.939099025369787,1324352,5351493,0.18000000000000002,12
#AI,2024-08-29,-5.618057213304089,1128604,4475485,0.02333333333333333,12
#Blockchain,2024-08-29,-5.918411159166921,506218,1634053,-0.27749999999999997,8
#Robotics,2024-08-29,-6.590404168230434,811362,2561087,-0.012500000000000004,8
#Entrepreneur,2024-08-29,-6.597628226635519,985836,3517264,0.3933333333333333,12
#NFT,2024-08-29,-6.672162679767717,738131,2375765,-0.12142857142857144,7
#Productivity,2024-08-29,-6.720632209330917,767592,2353337,0.08,9
#SmartCity,2024-08-29,-6.765321781278407,911905,2628355,0.017,10
#MentalHealth,2024-08-29,-7.042552864834265,814719,3032910,0.054444444444444455,9
#Coding,2024-08-29,-7.25727698505855,872239,2506694,0.11999999999999998,11
#Gaming,2024-08-29,-9.703078007821833,664995,2107087,0.06666666666666667,9
#Blockchain,2024-08-30,34.23718075440756,1581693,5259565,0.04133333333333333,15
#MachineLearning,2024-08-30,29.160759307328668,1426621,5314510,-0.16714285714285712,14
#NFT,2024-08-30,16.36602331733405,1433341,5257754,0.12285714285714286,14
#Gaming,2024-08-30,13.649275097486704,1479913,4399880,-0.271875,16
#Coding,2024-08-30,12.507078990641686,1601783,5873872,-0.04058823529411765,17
#5G,2024-08-30,11.169038860153991,1790923,5957077,-0.39,17
#FitnessGoals,2024-08-30,9.735491260187448,1319287,5955740,-0.11416666666666668,12
#BigData,2024-08-30,9.571831483233648,2113467,8016865,-0.051304347826086956,23
#Vegan,2024-08-30,8.862785821755894,1511080,5401491,0.228,15
#SelfCare,2024-08-30,8.66128096881393,2253360,7865430,-0.02333333333333334,18
#Robotics,2024-08-30,8.623994412064985,1188878,4363878,0.21230769230769228,13
#Art,2024-08-30,7.74811610394719,1755993,7153655,-0.12789473684210526,19
#Productivity,2024-08-30,7.115684861811656,1066243,3173410,0.22166666666666668,12
#MentalHealth,2024-08-30,4.873591719995271,1071688,4897916,0.003076923076923097,13
#Sustainability,2024-08-30,4.523670457216847,1722050,7355469,-0.04785714285714286,14
#Entrepreneur,2024-08-30,3.9334802147996815,1200039,5045786,0.17294117647058824,17
#AIArt,2024-08-30,3.849874085768607,1480914,4112371,0.01636363636363637,11
#WorldCup,2024-08-30,3.79396376850657,1775189,6952498,-0.07666666666666666,15
#AI,2024-08-30,2.8093556804835083,1352624,4576939,-0.07714285714285714,14
#Photography,2024-08-30,2.7278540894740764,1699302,6927029,0.1594736842105263,19
#Python,2024-08-30,2.71330128381579,1255809,3970396,0.23083333333333333,12
#MetGala,2024-08-30,2.5744226647629813,1131984,4246485,-0.12800000000000003,10
#Nature,2024-08-30,2.15732733954912,1951038,6276617,0.009999999999999992,19
#Analytics,2024-08-30,2.1216005822181057,1365364,4647299,-0.16363636363636364,11
#Stocks,2024-08-30,1.7754662431752994,1177481,4068755,0.029090909090909087,11
#Motivation,2024-08-30,0.8320227532665121,1552613,5795745,0.28750000000000003,12
#FoodPorn,2024-08-30,0.7707714027126584,1259657,5259623,0.35615384615384615,13
#EcoFriendly,2024-08-30,0.1399009858599066,1319313,4938498,-0.3733333333333333,15
#RemoteWork,2024-08-30,-0.1742974625318535,1520022,6403275,-0.10153846153846155,13
#Startup,2024-08-30,-0.6803765458840125,1164349,3961607,-0.03307692307692307,13
#Health,2024-08-30,-0.9598387427446707,1536596,5606352,-0.00733333333333334,15
#Education,2024-08-30,-1.2980958743987627,1227234,5143172,-0.31181818181818177,11
#ViralVideo,2024-08-30,-1.4111479500583777,1453808,5712735,0.07466666666666667,15
#CyberSecurity,2024-08-30,-2.106802351828204,1109358,4104642,0.09300000000000001,10
#Business,2024-08-30,-2.347894191069088,1115351,3810028,-0.01818181818181819,11
#Movies,2024-08-30,-2.6944045016491005,1437640,5249621,-0.017499999999999998,12
#Science,2024-08-30,-2.7985746102086178,1153992,3020661,-0.016666666666666663,12
#Foodie,2024-08-30,-2.9325119207214714,996297,3372492,0.20142857142857146,14
#DeepLearning,2024-08-30,-2.9547771206005806,1369605,4303486,0.06571428571428573,14
#History,2024-08-30,-3.048977406436291,837769,3574709,-0.0037499999999999756,8
#Books,2024-08-30,-3.129978442666293,1210750,5341123,-0.06714285714285714,14
#DataScience,2024-08-30,-3.216000558413004,843725,2718753,-0.24900000000000003,10
#Travel,2024-08-30,-3.4201965987123715,1429857,5743544,-0.17071428571428574,14
#Elections2025,2024-08-30,-3.7270956944809033,1463733,5728372,-0.17933333333333332,15
#ClimateChange,2024-08-30,-4.361806565735654,945444,3392363,0.019999999999999997,11
#Investing,2024-08-30,-4.384622643721433,1057456,4303552,0.011818181818181818,11
#Cloud,2024-08-30,-4.543268169899592,920394,2904556,0.2075,8
#Adventure,2024-08-30,-4.635225567538908,1002279,4177073,-0.07636363636363637,11
#SpaceX,2024-08-30,-4.94990754780087,1101484,3727204,0.2369230769230769,13
#TravelTuesday,2024-08-30,-5.134889920981348,1205897,3717090,-0.0027272727272727297,11
#Finance,2024-08-30,-6.196800953752709,771720,3454436,-0.2581818181818182,11
#Hiking,2024-08-30,-6.226592241384115,969172,3653315,0.021250000000000012,8
#MusicMonday,2024-08-30,-6.98882656982468,1076398,3791812,-0.271,10
#Fashion,2024-08-30,-7.120324733060716,618682,2168380,0.02571428571428572,7
#Innovation,2024-08-30,-7.56030600884394,484411,1909276,-0.28375,8
#IoT,2024-08-30,-7.815463013393921,999028,3775499,0.060000000000000005,11
#Crypto,2024-08-30,-8.11407890633663,1039044,3831725,-0.059999999999999984,10
#Oscars,2024-08-30,-8.195458913268743,886862,2545811,0.072,10
#BreakingNews,2024-08-30,-8.27353526249531,308675,576704,-0.1,2
#Politics,2024-08-30,-8.621183378666112,1015646,5155922,0.04899999999999999,10
#TechNews,2024-08-30,-9.140594341789953,850986,2852530,0.275,8
#SmartCity,2024-08-30,-11.681165019340547,322284,1132406,0.296,5
#SmartCity,2024-08-31,74.23518517291556,2007808,8193703,-0.10833333333333334,18
#Innovation,2024-08-31,27.744265989396673,1426307,5261048,-0.07800000000000001,15
#BreakingNews,2024-08-31,27.264861478353577,853745,3066781,0.033749999999999995,8
#Fashion,2024-08-31,24.07693162637541,1559921,6572380,0.008125000000000007,16
#Investing,2024-08-31,18.54490734948778,2146014,7986853,0.1335,20
#Startup,2024-08-31,16.526793973882963,2140978,7393004,0.24578947368421053,19
#MusicMonday,2024-08-31,15.144913758003549,2140809,8121427,-0.03736842105263158,19
#Sustainability,2024-08-31,13.70007121283068,2841410,9656150,0.3104761904761905,21
#Foodie,2024-08-31,13.375629381812734,1906321,6831133,-0.06947368421052633,19
#History,2024-08-31,12.78580936388248,1444156,5198787,0.1423076923076923,13
#SpaceX,2024-08-31,11.713187793674727,1752480,5820975,0.2723076923076923,13
#MentalHealth,2024-08-31,11.524651886580308,1798522,7034836,0.07777777777777778,18
#IoT,2024-08-31,11.189567282999157,1702917,5733940,0.020526315789473684,19
#Finance,2024-08-31,9.695519842265192,1136714,3932946,0.35,13
#Python,2024-08-31,9.634744469162026,1970221,7074801,0.07380952380952381,21
#Business,2024-08-31,8.787694903302835,1640135,6252661,0.1935294117647059,17
#Crypto,2024-08-31,8.372594908257694,1613215,6218587,-0.03142857142857143,14
#Oscars,2024-08-31,7.758002084267218,1307739,4511291,0.06692307692307692,13
#Science,2024-08-31,7.6638653244022095,1668808,6994195,0.08999999999999998,17
#Analytics,2024-08-31,7.594712361149609,2124898,8268320,-0.14285714285714285,14
#Education,2024-08-31,5.2388885946129085,1533352,6470500,0.3392307692307692,13
#ClimateChange,2024-08-31,4.891782813231544,1251702,5189463,-0.023333333333333327,12
#Blockchain,2024-08-31,4.166112326206666,1922523,6096438,0.2375,16
#Entrepreneur,2024-08-31,3.76319534618644,1520619,6353814,-0.10071428571428573,14
#AI,2024-08-31,3.6173094385820006,1617924,6080691,0.18066666666666667,15
#EcoFriendly,2024-08-31,3.547120692952869,1625900,5513911,-0.01666666666666666,15
#Cloud,2024-08-31,3.516157860170381,1163793,4262265,-0.129,10
#Politics,2024-08-31,2.82650680363946,1289270,3961596,-0.30941176470588233,17
#Robotics,2024-08-31,2.6110850871231572,1470042,4683170,-0.28117647058823525,17
#Adventure,2024-08-31,2.5702159820384627,1220707,5215565,-0.23750000000000002,12
#Hiking,2024-08-31,2.5115274166204027,1134912,4523592,-0.04166666666666665,12
#Movies,2024-08-31,2.2751222980166643,1700151,6064799,-0.20222222222222222,18
#DataScience,2024-08-31,1.4647211626421857,924059,3490359,0.021111111111111122,9
#Health,2024-08-31,1.4159627638760446,1671418,6152067,0.03235294117647059,17
#TravelTuesday,2024-08-31,1.274850414096218,1295366,5724244,0.10428571428571429,14
#Art,2024-08-31,1.0876926410902763,1880662,7612467,-0.03312500000000001,16
#Travel,2024-08-31,0.888497112581561,1526749,6523766,-0.164375,16
#FoodPorn,2024-08-31,-0.009143774181032297,1258938,4612861,0.044,15
#DeepLearning,2024-08-31,-0.10873692508478026,1357770,6288431,-0.19615384615384615,13
#TechNews,2024-08-31,-0.14714234535840345,843099,2886515,0.06727272727272728,11
#RemoteWork,2024-08-31,-0.21572292618242989,1496734,5120122,-0.08857142857142856,14
#CyberSecurity,2024-08-31,-1.1040159509531016,1005339,3886641,-0.22400000000000003,10
#Stocks,2024-08-31,-1.1554319823409975,1068186,3915467,-0.18000000000000002,12
#Books,2024-08-31,-1.3592074869064912,1113402,4200905,0.10846153846153847,13
#MachineLearning,2024-08-31,-2.109903594297148,1175912,3796691,-0.2075,12
#Gaming,2024-08-31,-2.196889919577324,1255557,4693986,-0.05666666666666667,12
#MetGala,2024-08-31,-2.5305596924362215,702539,3235156,-0.555,6
#NFT,2024-08-31,-2.5326028970398693,1221644,3928569,0.12933333333333333,15
#Coding,2024-08-31,-2.5414267345341544,1365654,5270947,0.11384615384615385,13
#Vegan,2024-08-31,-2.674657606491392,1245310,3872078,0.002499999999999993,12
#FitnessGoals,2024-08-31,-3.3848287501333205,994073,3777815,-0.09333333333333334,12
#AIArt,2024-08-31,-3.624181168318559,1135905,4500322,0.015454545454545455,11
#Elections2025,2024-08-31,-3.8483300152284996,1071387,4234184,-0.05909090909090908,11
#ViralVideo,2024-08-31,-3.8649532723796787,1067005,4201473,-0.04750000000000001,12
#Productivity,2024-08-31,-4.254140881462789,761358,2276277,0.01636363636363637,11
#Motivation,2024-08-31,-5.570851081177096,1010900,4538258,0.04166666666666665,12
#5G,2024-08-31,-5.972912638136697,1258028,5867646,0.288,10
#BigData,2024-08-31,-6.286800750350407,1334446,4814089,0.10846153846153847,13
#SelfCare,2024-08-31,-6.503079408444193,1487909,5229833,0.2375,16
#WorldCup,2024-08-31,-7.688366964827825,874548,3186094,0.01200000000000001,10
#Photography,2024-08-31,-8.413295345923126,824587,2519286,0.10888888888888888,9
#Nature,2024-08-31,-8.694633466690426,1096271,3976432,0.306,10
#BreakingNews,2024-09-01,21.974659769179944,1797529,6275528,0.27,16
#TechNews,2024-09-01,18.712536311969796,1757785,6252062,0.10222222222222221,18
#Photography,2024-09-01,18.358452162148037,1800866,6556585,-0.01210526315789473,19
#DataScience,2024-09-01,12.898480114788727,1648433,6172384,0.05235294117647059,17
#Books,2024-09-01,12.738130618955047,2059988,8274941,-0.059375000000000004,16
#Productivity,2024-09-01,12.71555348830747,1351641,6158383,0.049090909090909095,11
#Gaming,2024-09-01,9.514203220313146,1970234,7627723,0.054736842105263174,19
#FitnessGoals,2024-09-01,7.9286920738226305,1453560,5389411,0.10666666666666667,12
#Finance,2024-09-01,7.360918276199948,1778470,6170390,-0.1661111111111111,18
#BigData,2024-09-01,7.013014772665174,1880221,7171724,0.08625,16
#SelfCare,2024-09-01,6.617992904943196,2213258,8858108,-0.15136363636363637,22
#MetGala,2024-09-01,6.508519334964716,968630,4382639,0.12363636363636364,11
#Stocks,2024-09-01,6.3126128195173035,1511998,5288202,-0.018571428571428576,14
#CyberSecurity,2024-09-01,6.18703396902113,1422354,5664064,-0.040769230769230766,13
#Elections2025,2024-09-01,6.108675805725181,1569560,5917978,-0.1575,16
#Cloud,2024-09-01,6.045924025839556,1639859,6825527,-0.06076923076923076,13
#WorldCup,2024-09-01,3.9699348252888753,1098402,4667399,0.009999999999999988,11
#FoodPorn,2024-09-01,3.6018756680277058,1577404,5493184,-0.08249999999999999,12
#AIArt,2024-09-01,3.3611824657872713,1384315,5220658,-0.006363636363636369,11
#TravelTuesday,2024-09-01,2.211838727056208,1487865,5712239,-0.04333333333333334,12
#Vegan,2024-09-01,1.7114300858841407,1406775,6369950,-0.1575,12
#MachineLearning,2024-09-01,0.9321789803352738,1240057,4459014,0.11615384615384614,13
#Robotics,2024-09-01,0.880367444573628,1561913,6131573,-0.09866666666666667,15
#Fashion,2024-09-01,-0.153838120047756,1544000,5976853,-0.034,15
#Business,2024-09-01,-0.46912453462734277,1584762,5072245,-0.1,19
#Hiking,2024-09-01,-0.9113256398133597,1067815,4302087,0.009166666666666675,12
#History,2024-09-01,-1.2966223191123043,1326061,5227095,0.02499999999999999,14
#AI,2024-09-01,-1.4213606189746302,1479899,4688462,0.08466666666666667,15
#ViralVideo,2024-09-01,-1.446083587016702,950650,3292861,-0.11636363636363635,11
#RemoteWork,2024-09-01,-1.447617600962341,1356545,4866186,0.0037500000000000033,16
#Oscars,2024-09-01,-1.5011307784488441,1196437,4011754,0.16,12
#Motivation,2024-09-01,-2.087111390883364,873232,2897480,0.029999999999999992,10
#Coding,2024-09-01,-2.105911223752323,1162724,4570007,-0.07583333333333332,12
#NFT,2024-09-01,-2.212018985696672,1041362,3699611,-0.008888888888888884,9
#Nature,2024-09-01,-2.218084911406021,909535,3572949,-0.13699999999999996,10
#Entrepreneur,2024-09-01,-2.674493316385408,1069201,3887545,-0.40625,8
#Travel,2024-09-01,-2.8147260100572553,1217453,5230902,-0.10187500000000001,16
#Startup,2024-09-01,-3.0149696255489484,1743317,5548357,0.04529411764705881,17
#Politics,2024-09-01,-3.018145743413938,922260,4039209,-0.303,10
#MentalHealth,2024-09-01,-3.823330348649529,1180566,5152310,-0.27999999999999997,14
#ClimateChange,2024-09-01,-3.87034672491533,937360,2766638,0.039,10
#Blockchain,2024-09-01,-3.9366425980361655,1215650,4994477,-0.30583333333333335,12
#Movies,2024-09-01,-3.9461962486607427,1310610,5394329,0.1111111111111111,18
#Health,2024-09-01,-3.985066409682686,1195990,4340786,-0.08333333333333331,12
#Investing,2024-09-01,-4.365107021576383,1454379,5313691,-0.12538461538461537,13
#Adventure,2024-09-01,-4.693322171824747,852022,3863953,0.024545454545454527,11
#Education,2024-09-01,-4.82329171492079,1110405,4908581,0.135,12
#Crypto,2024-09-01,-5.084841226050914,1211510,4901774,0.3255555555555556,9
#Science,2024-09-01,-5.182721173915812,1166281,4364102,0.1257142857142857,14
#5G,2024-09-01,-5.472416635708285,815433,3463708,0.03299999999999999,10
#MusicMonday,2024-09-01,-5.897904677149557,1094971,3460416,-0.1981818181818182,11
#EcoFriendly,2024-09-01,-6.076069764782825,1017320,3423069,0.0788888888888889,9
#Foodie,2024-09-01,-6.242937971382813,948778,3553410,-0.176,10
#SmartCity,2024-09-01,-6.562378646442503,1151372,3800129,0.015454545454545445,11
#DeepLearning,2024-09-01,-6.805247179664988,849204,3513235,0.20545454545454545,11
#Python,2024-09-01,-7.218708437737017,1069220,3685434,0.044,10
#Sustainability,2024-09-01,-7.427068166276372,1454361,5107717,-0.015000000000000001,12
#SpaceX,2024-09-01,-7.693106945687811,1028491,3759233,0.22999999999999998,10
#Analytics,2024-09-01,-8.218143883909343,1097750,4991562,0.10230769230769231,13
#IoT,2024-09-01,-8.952876826948597,789798,3295971,0.11249999999999999,8
#Innovation,2024-09-01,-10.404887470881073,543734,1697479,0.17222222222222222,9
#Art,2024-09-01,-13.53673370641156,673320,3015727,0.41333333333333333,6
#Art,2024-09-02,49.51136426585167,2842728,11463026,-0.054615384615384614,26
#Innovation,2024-09-02,39.43706335363061,1731504,6573958,0.15,19
#Education,2024-09-02,13.113988431757116,1938984,7150467,0.11352941176470586,17
#MentalHealth,2024-09-02,10.062705664742754,1851221,6020735,0.13470588235294118,17
#NFT,2024-09-02,9.26045053934733,1611710,7147541,0.07133333333333333,15
#Blockchain,2024-09-02,9.014413443053162,1818103,7115927,0.15285714285714286,14
#SmartCity,2024-09-02,8.940215824684932,1748886,6462339,0.09857142857142856,14
#Adventure,2024-09-02,7.956510812223466,1269280,5317976,0.049090909090909095,11
#Nature,2024-09-02,7.581538390566042,1350046,4624538,0.020000000000000007,11
#Entrepreneur,2024-09-02,7.409267292676885,1662711,6866644,-0.15210526315789474,19
#AI,2024-09-02,7.324525025945532,2365060,7824757,-0.2285,20
#Oscars,2024-09-02,6.849463014206791,1648976,5881713,0.16176470588235295,17
#Sustainability,2024-09-02,5.673569963614058,2063425,8841252,-0.153,20
#Stocks,2024-09-02,4.590387003892518,1897174,7651743,0.1368421052631579,19
#MusicMonday,2024-09-02,4.4654722532106685,1392938,4732780,0.06764705882352941,17
#ClimateChange,2024-09-02,4.009109354415089,1186452,3637722,-0.0013333333333333272,15
#5G,2024-09-02,3.9211372969848255,1086216,3100093,-0.21,15
#SpaceX,2024-09-02,3.7047436971621113,1244061,5034881,0.1453846153846154,13
#Health,2024-09-02,3.345873749215088,1492201,5380884,-0.12833333333333333,12
#WorldCup,2024-09-02,3.278310703917788,1368135,5439824,-0.13923076923076924,13
#IoT,2024-09-02,3.03755682727409,1072807,3750687,-0.44,13
#Motivation,2024-09-02,2.8877661535088532,1066795,3928906,-0.142,10
#Crypto,2024-09-02,2.6510942980368073,1421554,5487734,-0.014615384615384612,13
#Coding,2024-09-02,2.609862761354339,1350506,5536949,0.040769230769230766,13
#Travel,2024-09-02,2.5946420678827717,1399998,5129314,0.12000000000000001,14
#FitnessGoals,2024-09-02,2.558916414274214,1704304,6328331,-0.05277777777777778,18
#Foodie,2024-09-02,2.3013461529889274,1082724,2959316,0.094,10
#Analytics,2024-09-02,1.6674549537465422,1266238,4232906,-0.288,10
#RemoteWork,2024-09-02,1.5811937349761473,1474462,6113107,0.16411764705882353,17
#Robotics,2024-09-02,1.2987460428564337,1706564,7051000,-0.11066666666666666,15
#Science,2024-09-02,1.268198297570713,1267474,4697669,-0.04857142857142859,14
#History,2024-09-02,-0.09586822147730503,1318177,4974341,0.04571428571428571,14
#TravelTuesday,2024-09-02,-0.8643873619382267,1378725,5131406,-0.23733333333333334,15
#Startup,2024-09-02,-1.0314119180640795,1609625,6631515,-0.14375,16
#Vegan,2024-09-02,-1.228282181563483,1277223,5061041,-0.136,15
#ViralVideo,2024-09-02,-1.3881509550566205,872071,3572763,0.11299999999999999,10
#CyberSecurity,2024-09-02,-1.4541480823597588,1280726,5504108,-0.059090909090909104,11
#AIArt,2024-09-02,-1.4998745188458558,1224745,4944742,-0.15583333333333332,12
#Politics,2024-09-02,-1.725582364391366,789514,2678393,-0.18999999999999997,6
#Productivity,2024-09-02,-1.780191010068936,1146145,4069477,-0.23062500000000002,16
#Business,2024-09-02,-1.7852422308612488,1402339,5382153,0.0006666666666666524,15
#Fashion,2024-09-02,-1.792462597806796,1369462,5083557,0.026875000000000003,16
#DataScience,2024-09-02,-2.189763117015066,1356231,4585799,-0.1946153846153846,13
#TechNews,2024-09-02,-2.4209905394741065,1478993,6252332,-0.024545454545454547,11
#Investing,2024-09-02,-2.4355653160620605,1228522,3457993,0.041666666666666664,12
#Python,2024-09-02,-2.753160748535154,861956,4379409,-0.07125000000000001,8
#EcoFriendly,2024-09-02,-3.1260335633339276,802890,2671010,0.0022222222222222305,9
#Movies,2024-09-02,-3.5481088913996093,1034138,3503892,0.11615384615384614,13
#Photography,2024-09-02,-3.8567737151751866,1120021,3945595,-0.3283333333333333,12
#Cloud,2024-09-02,-3.9353506107744165,1104237,4430652,-0.2127272727272727,11
#BigData,2024-09-02,-4.057002262056387,1253769,3735754,-0.19538461538461538,13
#Books,2024-09-02,-4.072567346187723,1538476,6169264,0.028888888888888884,18
#MetGala,2024-09-02,-5.62358518527704,580231,2011849,-0.03374999999999999,8
#Elections2025,2024-09-02,-5.748429730113822,1078818,4555532,0.1991666666666667,12
#Hiking,2024-09-02,-6.435137229131081,568195,2039845,-0.053333333333333344,6
#SelfCare,2024-09-02,-6.619864415972377,1111007,4318981,-0.13,12
#Finance,2024-09-02,-6.641340529325581,1104092,3954725,0.153,10
#BreakingNews,2024-09-02,-6.658374254859049,1120596,4447876,0.155,10
#Gaming,2024-09-02,-7.959323397644056,913616,3110123,-0.0072727272727272614,11
#FoodPorn,2024-09-02,-8.765056231946954,559955,2217193,-0.06999999999999999,6
#DeepLearning,2024-09-02,-9.198920360117494,276765,844470,0.0,4
#MachineLearning,2024-09-02,-10.00725764994973,492523,1938345,0.14666666666666667,6
#Hiking,2024-09-03,40.96305494057043,1786939,6504685,0.21733333333333332,15
#DeepLearning,2024-09-03,35.332058116923534,1011353,4264616,-0.12799999999999997,10
#MetGala,2024-09-03,30.149229944538547,1595102,5730842,0.1076923076923077,13
#FoodPorn,2024-09-03,24.49109672348874,1436086,4620065,0.020000000000000007,15
#MachineLearning,2024-09-03,20.299871325249708,1340063,5776142,-0.24230769230769234,13
#Foodie,2024-09-03,18.672857159734367,2207077,8496825,0.127,20
#Politics,2024-09-03,16.31732488781873,1687596,7432916,-0.09333333333333332,15
#Finance,2024-09-03,13.635041952490699,1961933,7176443,0.11166666666666665,18
#Productivity,2024-09-03,11.211992304773654,1908485,5957035,0.08055555555555556,18
#Vegan,2024-09-03,10.528260910962027,2011359,7855307,0.15368421052631578,19
#ViralVideo,2024-09-03,8.607208611981667,1293909,4905643,0.155,12
